Respondent ID,What languages do you use in Jupyter? (other),What are your primary job roles when you are using Jupyter? (other),"What are your go-to tools for performing data science, scientific computing, and machine learning on your laptop/ desktop (non-cloud) for data science? (other)",How do you run and/ or access Jupyter? (other),Major use cases (other).,What data sources are you primarily working with in your role? (other),What data formats are you mostly working with? (other),Do you experience these problems with data in Jupyter? (other),What type of analysis are you running? (other),What tools do you use to create dashboards? (other),Do you experience these problems with visualization in Jupyter? (other),How do you scale and schedule your workloads? (other),Do you experience these problems with scale in Jupyter? (other),What is your reason for sharing a notebook with someone else? (other),Comments about collaboration:,Do you have challenges with collaboration in Jupyter? (other),Do you have challenges with the notebook UI?,Open feedback for problems/ pain points you didn't get to share.
12296342451,Occasionally Matlab and Octave,,,,,,,,,,,,,,,,I cannot have variables from the code cells in my markdown cells (major issue for documenting and teaching),"Most of the problems mentioned in the survey are not critical for me but for my students. They prefer to have a native desktop app so they can easily open, edit, and run jupyter files. For me, the most urgent problem is that it is not possible to have variables in the markdown cells. It would be a great addition to the Jupyter notebooks."
12296342328,Fortran,,,,Developing and testing new computational algorithms for mathematical models.,Data generated by numerical solutions of mathematical models (on my own machine or a supercomputer).  These are stored in formats like HDF5.,,,,,,"For things that need to scale, I don't use Jupyter.  I run them on a cluster or supercomputer.",,,,,,"I recently published a book using Jupyter and I'd love to see better tools for managing multi-notebook projects with cross references, bibliography, equation numbering, etc."
12296327667,,,,,Just testing python code,NA,,NA,,NA,,,,,,,,
12296326861,,,,,,,,,,,,,,,,,,
12296324221,,,,,,,,,,ipywidgets,,,,,,,,
12296320307,,,,,,,,,,,,,,,,,,
12296319919,,,,,,,,,,,,,,,,,,
12296277263,,,,,,,,,,,,,,,,,,
12296127551,,,,,,,,,,,,,,,,,,
12296050768,,,,,,,,,,,,,,,,,,
12295829157,,,,,,,,,,,voila seems to be a good solution for web-based dashboards,,,,more of a mentee/mentor situation (i am the mentee),,"sometimes kernel will die and cells remain in state `*`, hard to know what went wrong without informative error message","the dead kernel problem can be frustrating. would be nice to provide more informative error messages to user. i know there is the very small status icon in the bottom left corner of jupyterlab, but perhaps that could be made larger and put somewhere that is easier to see."
12295646798,,,,,,,,,,,,,,,,,,
12295382864,,,,,,,,,,Bokeh,,,,,,,,
12295197311,,,,,,,,,,,,,,,,,,
12295110488,,,,,,,,,,,,,,,,,,
12294995523,,,,,,,,,,,,,,,,,,
12294889856,,,,,,,,,,,,,,,,,,
12294648725,,,,,,XML stream,XML,,,Dataiku,,,,,,,,
12294421696,,,,,,,,,,,,,,,,,,
12294156704,,,,,,,,,,Qualtrics,,,,,,,,
12293732083,,,,,,,,,,Panel,,,,,,,,
12293279062,,,,,,,,,,,,,,,,,,
12293068282,,,,,,,,,,,,,,,,,,
12292772029,,Startup Founder,,,,,,,,,,,,,,,,
12292675468,,,,,,,,,,,,,,,,,,
12292668290,,,neovim,,,,,,,panel.holoviz.org,,,,,,,,
12292531356,,,,,,,,,,,,,,,,,,
12292431322,,,,,,,,,,,,,,,,,,
12292109151,,,,,,,,,,R,,,,,,,,
12292109077,,Engineer,,,,,,,image analysis,,,,,,,,need preview or way to look at notebook without spinning up kernel,notebook previews
12292033537,,,,,,,,,,,,,,,jupyter is not git friendly at all and any notebook review relies on third party tools to correctly diff the notebook,,,
12291892814,,,,,,,,,,,,,Organizing notebooks within a team,,,Rendering git diffs and pull requests for notebooks is useless,,
12291882034,,,,,,,,,,,,,,,,,,
12291789207,,,,,,,,,,,,,,,,,,
12291084331,,,bash,,,,,,,,,,,,,,,
12290919868,,,"KNIME DOCKER AND SOME VERSIONS OD R AND PYTHON, DIMENSIONAL INSIGHT FLOWS, ",,"Writing technical presentations/demos/ with images, and some text. Monthly, Yes.  I use RStudio also similar than Jupyter Notebooks",,,Restarting Kernels some times is very slow!,,Markdown and Dimensional Insight platform for BI,,,,"Build something with a team, via Github",,,,Thankyou!!! Share more news about new realeses or new most voted contributions by the community
12290802550,,,,,,,,,,,,,,,,,,
12290759394,,,,,,,,,,,,,,,,,,We'd love to use Jupyter more. 2 main issues in my team: * version control - git is a mess over a workbook  * code autocomplete- it's a poor experience compared to something like PyCharm
12290746465,,,"Spreadsheet, QGIS",,,,,,,,,,,,,,,
12290618806,,,,,,reinforcement learning environments,,,,,,,,,,,,
12290371913,,,,,,Examples from courses,,,,,,,,,,,,
12290155995,,,,,,,,,,,,,,,,,,"Specific instal.lation of components (Server, JupyterLab, Extensions) outside of anaconda and other environments, directly on linux baremetal HPC environment. "
12289892079,,,,,,,,,,,,,,,,,,
12289678412,,Machine Learning,,Kaggle Notebooks,,,,,,,,,,,,,,
12289668949,,,,,,,,,,,,,,,,,,
12289644660,,,,,,,,,,,,,,,,,,
12289502367,,Product Manager,,,,,,,,,,,,,,,,
12289424822,,,,,,,,,,,,,,,,,,
12289229851,,Aerospace engineer,,,,,,,,,,,,,,,,
12289195008,,,,,,,,,,,,,,,,,,
12289167351,,,,Anaconda Cloud,,Google Drive,,,,,,,,,,,,"Provision of free resources for helping people scale task execution with Jupyter notebooks, such as how to call code/modules from other notebooks and how to schedule batch execution of notebook-based jobs, and integrating code with upstream/downstream processes"
12289138818,,,,,,,,,,,,,,,,,,
12289122411,,,,,,,,,,,,,,,,,,
12288981779,,,,,,,,,,,,,,,"There's no way to turn a notebook into a comment on a GitHub Pull Request or Issue, which is where collaboration takes place.",,"No support for Emacs keystrokes; and if I change windows, current cell loses focus.",
12288897454,,,,,,,,,,,,,,,,,,It would be great if i could open jupyter notebook file on terminal like in browser.
12288890172,,,,,,,,,,Holoviews,,,,,,"Poor git diffs of JSON code, and also of outputs, makes it very frustrating",,
12288884313,,,,,,,,,,,,,,,,,,
12288875378,,,,,,,,,,Streamlit ,,,,,,,,
12288861478,,,,,,,,,,,,,,,,,,
12288690750,,,,,,,,,,,,,,,,,,
12288675600,,,,,,,,,,Bokeh,,AWS Step Functions,,,,,,
12288632160,PowerShell,,,,Running devops playbook tasks,,,,,"DataDog, Splunk",,,,,,,,
12288610826,,,,,,,,,,,,,,,,,,
12288598426,,,,,,,,,,,,,,,,,,
12288585667,,,,,,,,,,,,,,,,,,
12288528821,,,,,,,,,,,,,,,,,,
12288519936,,,,,,This needs an all of the above selection,Needs more than three options!!,,,,,,,Management of team,Seems to be no management option here?,,,
12288500819,,,,,,,,,,,,,,,,,,"Jupiter Is not for coding, but scripting. No code review Is performer on Jupiter, we use IDE for the coding and Jupiter for Quick scripting"
12288400711,,,,,,,,,,,,,,,,,,"I think one thing is missing is the ability to insert ""drawing"" cells in a notebook, where one could draw anything from hand or with primitives (kinda like powerpoint allows or drawio). Because for now you have to manually edit, save and then insert   them in notebook"
12288330256,,,,,,,,,,,,,,,,,,
12288329629,,,,,,,,,,,,,,,,,,
12288328718,,,,,,,,,,,,,,,,,,
12288288919,,,,,,,,,,,,,,,,,,
12288284535,,,,,,,FITS,,,,,,,,,,,
12288259560,,,,,,,,,,,,,,,,,,
12288206452,,,,,,,,,,,,,,,,,,Better code editor please ! 
12288202709,,,,,,,,,,,,,,,,,,
12288173616,,,,,,,,,,Metabase,,,,,I mentor them. ,,,
12288143620,bash,,,,,,,,,,,,,,,,,"1. Lack of a decent autocomplete that interfaces toward the virtual environment and its installed dependencies;  2. Lack of pair programming feature;  3. Notebooks saving format not compatible with git based code reviews;  4. In order to use the famous progress bar I have to: install it, install and enable its widget. Please make it native.    Thanks for asking btw"
12288129278,,,,,,,,,Numerical model evaluation,,,,,Feedback on analysis results,,,,
12288107381,Haskell (IHaskell kernel),,,,,,,,,,,,,,,,,
12288084637,,,,,,,,Problems managing order of cells and order of execution of cells,,Bokeh,,,,,,,,
12288081720,,,,,,,,,,,,,,,,,,Thank you for creating and maintaining such a useful tool!
12288059003,,,,,,,,,,Bokeh,,,,,,,,"Jupyter hides how (I)Python works underneath.  Very confusing for newcomers to Python.  I would appreciate some consolidated/dedicated UI showing kernel status, Ipython console, and maybe more..."
12288056940,,,,I'm using spyder-notebook Spyder plugin for teaching. It allows to run jupyter notebooks in Spyder.,,,,,"analyses specific to neuroscience (source localization, ICA, time-frequency decomposition)",,,,,,,,,"Currently too much is offered by Spyder to use jupyter / jupyterlab alone. I especially like the Variable Explorer, Documentation and Plots panel in Spyder as well as running notebooks in it via spyder-notebook. But I currently work mostly in Spyder editor - the notebook I use for teaching."
12288039167,,,,,,,,,,Streamlit,,,,,,,,
12288028509,,,,,,,,,,,,,,,,,,
12288019998,,,,,,,,,,,,,,,,,,"Please share resources for going deeper with Jupyter, learning more than a novice level user."
12287993790,Picat,,,,,,,,,,,,,,,,,
12287985853,,,,,,,,,,,,,,,,,,Poor ability for Python packages to directly support jupyter
12287981396,,,,,,,,,,Bokeh,,,,,,,,
12287967001,,,,Self hosted server,,,,,,,,,,,,,,
12287957094,,,,,,,,plugins that don't keep up with jupyter changes,,Power BI,,,Having modular notebooks that can share a kernel and run in a sequence,,,,No built-in TOC,
12287942629,,,,,,,,,,Streamlit,,,,,,,,
12287941789,,,,,,,,,,,,,,,,,,
12287939611,,,,,,,,,,Bokeh panel,,,,,,,,
12287938072,,,,,,,,,,,,,,,,,,
12287900337,,,,,,,,,,,,,,,,,nondeterminism - value bound to a variable may not match the current version of the cell (if it or its dependents are not manually re-evaluated),
12287895836,,,,Cloud service - Paperspace (Gradient notebooks),"Many of my ""yes' responses are largely enabled by the nbdev package - before this library I often had to switch from Jupyter notebooks to an IDE",,,,,Streamlit,,,,,,We rely on ReviewNB and nbdev to make this process as smooth as possible,,
12287872895,,machine learning engineer,,,,,,,,,,,,,,,,
12287871660,,,,,,,,,,,,,,,,,,
12287870734,bash,,Emacs Org-Mode,I don't use Jupyter - I use Emacs Org Mode,,,,,,,,,,,,,,
12287862165,,,,,,,,,,,,,,,,,,
12287860907,,,,,,,,,,,,,,,,,,"The last time I tried working with jupyter extensions, it felt complicated. I like the idea of a ""marketplace"" like vscode"
12287852975,,,,,,,,,,,,,,,,,,
12287844935,,,,,,,,,,,,,,,,,,
12287837008,,,,,,,,,,,,,,,,,,None
12287827117,,,,,,,,,,,,,,,,,,
12287826959,,Machine learning engineer,,,,,,,,,,,,,,,,
12287825138,,,,,,,,better support for pbd in Jupyter QT console!,,,,,,,,,,
12287824898,,,,,,,,,,,,,,,,,,
12287820941,,,,,,,,,,,,,,,,,,
12287797622,,,,,,,,,,,,,,,,,,
12287532562,,,,,,,,,,,,,,,,,,
12287325620,,,,,,,,,,,,,,,,,,
12287299950,,,,,,,,,,,,,,,Heterogeneous coding skills in the team,,,
12287261530,,,Mathematica,,,,,,2D and 3D image processing,,,,,,,,,
12287245115,,,TextMate,,,,,,,Datadog,,,,,,,,
12287200070,,,,,,,,,,,,,,,,,,
12287128356,,Bioniformatics,,,,,,,,,,,,,,,,
12287125885,,,,,,,,,,,,,,,,,,
12286886168,,retired hobbyist,dash,,,,,,,,,,,,,,,
12286741854,,,,,,,,,,Altair,,,,,I have many collaborations so this question was impossible to answer,,,"Awesome survey!    Biggest pain point is when notebooks hang for unknown reasons and then I lose saved variables. It's super frustrating and the biggest thing that makes me choose tools other than Jupyter. Not sure how much you yourselves are able to fix this, but at least better diagnostics would be a godsend so that it's not so mysterious and frustrating.    Global search would be also be awesome. So many times I know I've done something in the past but cannot find the notebook.    And publishing notebooks as dashboards would super cool too.    Great work - JupyterLab is fantastic!"
12286686363,,,,,,,,,,,,,,,,,,
12286674580,,,,,,,,,,,,,,,,,,
12286638535,,,,,,,,,,,,,,,,,,
12286624235,,,,,,,,,,,,,,,,,,
12286570726,,,,,,,,,,,,,,,,,,"I tried JupyterLab but found it unusable due to lack of vim keybindings (for which there is a good extension that works with the traditional notebook interface).    The selection limits on this survey are obnoxious, I was forced to arbitrarily leave out some valid answers to a few questions."
12286501544,,,,,,,,,,,,,,,,,,
12286492485,,,,,,,,,,,,Handoff to engineer,,,,,,"Great project, thank you for building it. New features are fine but biggest pain point: notebook is rendered browser-side and closing my laptop / losing network connection puts kernel into an unreachable headless state. Very inconvenient, wastes time, ties my laptop to one place. Using nbconvert is only a partial solution."
12286376548,,,,,,,,,,,,Google Colab,,,,,,
12286355833,! bash to install packages,,,,,,,,scipy.optimize.minimize,,no side-by-side plots! Have to keep looking up and down code to plot,,,,this style would have been enhanced with a collaborative jupyter,how do you know if an already-run cell has been changed!?,"collapsing cells is more confusing than helpful, I accidentally collapse cells and don't know what happened!",
12286344965,,,,,,,,,,"matplotlib, bookeh",,,,,,,,
12286334482,,,,,,,,,"I generally don't think to use Jupyter for deep learning, like for reinforcement learning or NLP",,,,,,"We work on different parts and sometimes the same part of the project, so conflicts can become a problem",,,
12286327916,,,,,,,,,,This is something I'm interested in but haven't invested the time to find a good solution.  ,,,,,,,,
12286297178,,,,,,,,,,,,,,,,,,Handling server/kernel disconnection
12286272316,,,,,,,,,,"infogram, datapane",,,,,,,,Suggested options while typing as in RStudio would be a major improvement.
12286224103,,,,,,,,filebrowser stuck for big file list,,,Do not use too much visu,,,,,,hard for writing / finding great extensions,"Very great project, hope can be more powerful than colab in the future."
12286221228,,,,,,,,,,,,,,,,,,
12286206597,,,,,,,,,,,,,,,,,,
12286201596,,,,,,,,,,,,,,,,,,
12286195347,bash (via ! in Python notebooks),,,,,,,"JupyterLab doesn't indicate when the kernel restarts, which is a CRITICAL FLAW. I only use Jupyter Notebook",,,,,,,,"Git integration is bad (JSON!?), dependencies management is absent (just logging package versions in metadata would go a long way), Jupyter seems to have given up on real-time collaboration (Google exclusive?)","Not sure what I'm answering, I use Jupyter Notebook not JupyterLab. JupyterLab has many critical flaws making it unusable for me.",This survey doesn't make it clear if questions are about Jupyter Notebook (e.g. non-JupyterLab versions) or the notebook view of JupyterLab. I use the former.
12286193037,,,,,,BigQuery (SQLish),,,,,,,,,,,,Version control is biggest pain point
12286139369,,,,,,,,,basic calculations and filtering,,,,,,,,,
12286104254,,,,,,,,,,,,,,,,,"ui is not streamlined.  Please separate code, output, and repl","Jupyter is an anti-pattern for serious projects.  It discourages good programming practices (writing tests, modular/importable code, repo/package organization), plays poorly with version control (10k commits from stateful notebook), is brittle (notebooks a week old will never run without an error).  Worst of all: the UI mixes REPL, source code, and output together.  This is clunky.  If I’m collaborating with someone who has written a notebook, I’m forced to abandon my workflow to use the notebook.    Please: prioritize notebook -> script conversion so I can use my own workflow when collaborating."
12286100999,,,,,,,,,,,,,,,,,,1. Lack of vertical line at 80th character  2. Lack of separate view of dataframes  3. Lack of debugging tools  
12286076947,,,,,,,,,,,,,,,,,,
12286063790,,,,,,,,,,,,,,,,,,
12286062738,,,,,,,,,,,,,,,,,,
12286014931,,,,,,,,,,,,,,,,,,
12286008452,,,,,,,,,,,,,,,,,,"1. Auto-Complete  2. Auto-Complete, again. Google Colab and PyCharm were best from what I had used.  3. Jupyter Lab is so good(except for auto complete) that I have stopped using Jupyter(plain version) after I discovered it.  4. Most of the small problems I had encountered are being solved by extensions currently, but I would like to see first party versions of them. list of variables, all versions of packages(python and the packages) which I check using `pip3 freeze`etc,."
12285993768,,,,,,,,,,,,,,,,,,
12285990518,,,,,,,,,,,,,,,,,,
12285980436,,,,,,,,,,,,,,,,,,
12285955847,,,Colab,,,,,,,,,,,,,,,
12285953239,,,,,,,,,,,,,,,,,,Lack of testing features 
12285942382,,,,,,,,,,,,,,,,,,"In our group, we've moved to primarily using the cell notation (# %%) in VS Code, because we get what we think is the best of both worlds -- the interactivity of a notebook with the benefits of a .py file like code completion, git diffs, easier scheduling than Snakemake or Papermill.    Where we use Jupyter *a lot* now though is in combination with Voila. We have set up a JupyterHub instance for our company specifically for Voila, so our data scientists can deploy notebooks as dashboards with little friction (or knowledge of front end/UI coding)."
12285906706,,,,,,,,,,,,,,,,,,
12285904555,,,,,Nonejxjsnd djd jdjd,,,,,,,,,,Nkne,,,Kshshj
12285875857,,,,,,,,,,,,,,,,,,
12285864510,,,,,,,,,,,,,,,,"https://github.com/kynan/nbstripout works well for me for git version control and tracking changes, but would be nice to have it as a default",,
12285854886,,,,,,,,,,,,,,,,,,
12285853555,"HTML, MATLAB",,,,,,,,,,,Dask on my local machine,,,,No live collaboration,"Bad support to copy-paste chunks of code + output, widgets management","I am really looking forward to start using JupyterLab 3.0, I really do not want to install Node to make it work and have been using the Classic one all this time because of it. I guess some extensions will need time to catch up, but now we see light at the end of the tunnel.    Also, this survey is extremely obtuse. Why up to 3 options in many of the questions?"
12285848747,,,,,,,,,,,,,,,,,,
12285829746,,,,,,,,,,,,,,,,,,
12285820401,,,,,,,,,,,,,,,,,,I love JupyterLab
12285804276,,,,,,,,,,,,,,,,,,"Some better method of editing in Vim as well as storing in .py files. I use jupytext right now, and it works okay, but it would be great to have tighter integration."
12285801371,,,,,,,,,,,,,,,,,,
12285792515,,,,,,,,,,,,,,,,,,"The workspace variables view pane (similar to MATLAB perhaps) would be a great help to see which variables are getting updated, and would help in debugging."
12285784158,"OpenCL, Cython ",,Eclipse,,"Develop, test and profile new algorithms",,,,,,,,,,,,,
12285780205,,,BBEdit,,,,,,,,,,,,,,,
12285779599,,,,,,,,,,,,,,,,,,
12285779408,,,,,,,,,,,,,,,,,,
12285777037,,,,,,,,,,,,,,,,,,
12285773351,,,,,,,,,,,,,,,,,,
12285771184,,,,,,,,,,,,,,,,,,
12285765165,,,,,,,,,optimization,,,,,,,,,"My biggest complaint is that dependency management is still a pain and that Jupyter needs to be rock solid stable. So many people use it now, don't make breaking changes. It is a pain in the ass trying to getting a given software, juypyter extension, and data setup for someone else to actually run and contribute to."
12285764354,,,,,,,,,,,,,,,,,,
12285762089,,,,,,,,,,,,,,,,,,
12285406830,,,,,,,,,,,,,,,,,,"I use VScode for my software dev work and the integration with Jupyter, particularly when using a vent, if still confusing. Often the venv is not picked up.    Git version control is painful, there are some services attempting to solve them.      NBdev looks really interesting but didn't put in much time to learn it yet"
12285179404,,,,,,,,,,plotly,,,,,,,,
12285119084,Bash,,,,,,,,,Streamlit,,,,,,,,"I feel like conda integration / custom kernels could be more streamlined and simpler. The default install of Jupyterlab should make it easy to choose a conda environment for a notebook. Also, installing dependencies into the conda (or virtualenv) should e easy via the UI.    Some extensions, like the variable browser for Python / R, should probably be polished and included by default to make things easy for beginners. This is the key request/complaint I get from RStudio users when I teach Python in Jupyterlab.    An IPython REPL (console) attached to the interpreter of the running Python kernel would be great too.    With a few of these quality-of-life improvements Jupyterlab could easily displace proprietary tools like RStudio for both Python and R users.  "
12285064479,,,,,,,,,,,,,,,,,,
12284615361,octave,,,,,,,Dependencies between cells,,,,,,,,,,
12284507996,,,,,,,,,,,,,,,,,,
12284321775,,,,,,,,,,,,,,,,,,
12283760889,,,,,,,,,,,,,,,,,,
12283266626,,,,,,Ordered Key-Value Store (https://okvs.dev),,,,,,,,,,,,
12282769726,,,,,,,,,"Optical Character Recognition, Image Processing",,,,,,"One of us explores new ways to achieve something, others turn does ideas into something that really work. New ideas are explored in notebooks, and solidify in Python packages outside the notebook.",,,"The extension system is not yet mature. That is a hassle after each upgrade of Jupyter. I support the idea to move much used extensions with a generic function to core, e.g. the toc and vim-bindings. Looking forward to lab 3.0 which makes installing extensions smoother.    Second thing: online rendering is not always consistent. NBviewer does it differently than GitHub, and the Software Heritage Archive is again different.     That said, I find the notebook and the lab truly awe-inspiring in how well they achieve complicated things."
12282345206,,,,,,,,,,,,,,,,,,
12282025187,,,,datacrunch,,,,,,,,,,,,,,
12281831670,,,,,,,,,,,,,,,,,,
12281820922,,,,,,,,,,,,,,,,,,
12281813535,,,nano,,,,,,,,,,Lack of man power to make things happen,,It may not be fair to say I am not collaborating. I am helping people in my institution on request.,,,
12281626659,,Using python on the browser.,,,,"Kaggle datasets, (sql, csv, xlsx).",,,,Redash,,Google AI Platform,,As part of a course,,,,
12281373093,,,,,,Spatial formats,,,,Bokeh,,,,,,,,dakdeniz@hotmail.com
12281342327,,,,,,,,,,,,,,,,,,
12281305814,,,,,,,,,,,,,,,,,,
12280879860,,,,,,,,,,,,,,,,,,
12280774463,,,,,,,,code editing feature (e.g. autocomplete) in Notebook is not as good as that in VS Code,,,,,,,,,"UI of jupyterlab looks so bad, so I kept on using Notebook. Also I need executeTime.",improving UI of jupyterlab is critical. it should be at least as good as the current jupyter notebook
12280735066,C++,Performance Engineer,,JupyterHub onPrem K8s cluster,Please just add VS Code server as a supported plugin,,,,,,Chart versioning like what grafana supplies,,,,,,,"Some of the options are limiting (data sources, i.e. I use more than 3)    The form is refusing to accept my email. (jupyter@denialof.services)"
12280703800,,,,,,,,,,,,,,,,,,
12280538582,,,,,,,,,Nuclear reactor design/engineering,,,,,,,,,
12280536398,,,,,,,,,,"I haven't done much of this, but certainly would if it was easy.",,,,,It has been hell.,,,"Using a debugger with Jupyter has always been a huge pain. Realllly looking forward to it being available -- and built into the IPython kernel. Built-in table of contents is necessary. Navigating long notebooks is terrible. Being able to specify extensions as part of the conda environment also super key -- losing them all every time I recreate the environment is annoying, and never being sure that collaborators will have the same extensions is also not great."
12280462239,,Testing code while developing/supporting my scientific library,,,,,,,,,,,,,,,,
12280290865,,,,,,Thredds,,,,Panel,,,,,,,,
12280259720,Stata,,,,,,"geospatial (shapefile, topojson)",,Economic model simulation,,,,,,,,,
12280195845,,,,,,,,,,,,,,,"PhD supervisors, I share my data/progress",,,I lost the will to fill in all fields halfway through question 7
12280112774,,,,,,,,,,,,,,,,,,Context: power-user that tries to force fit notebooks to every use-case.
12280019399,,,,,,,,,,,,,,,,,,no
12280001102,,,,,,,,,,,,,,,,,,"Text editor in jupyterlab needs an upgrade. while it does not need all of the features in something like VSCode or Pycharm, the ability to do multi line highlighting & selection, variable refactoring, and a mini map would improve the experience. Also jupyterlab's default dark theme can be hard to read due to the heavy use of pure black in the interface."
12279965451,,,,,,,,,,,,,,,,,,
12279824160,,,,,,,,,,,,,,Documentation,,,,
12279799992,,,,,,,,,,streamlit,,dask distributed ,,,,,,
12279750280,,,,"Acces it via ssh (-port-forwarding) from a computig cluster for physicists, though recently I am mostly using JupyterHub instead.",Exploring data,,ROOT file format (common in high-energy-physics) which has a tree structure and can serialize arbitrary objects with schema-evolution. The files that I use are flat and can be easily converted into a tidy dataframes.,Beginners are confused by the persistent state,,,,Luigi package to schedule jobs on HTCondor and the LHC Worldwide Computing Grid,"To modularize my code and for computing-intensive tasks, I move my code out of notebooks into a python package, notebooks are only for exploration and plotting for me.",,,,,
12279638260,,,,,,,,,,Bokeh,,,,,,,,
12279618215,,,,,,,,,,,,,,,,,,
12279595904,,,,,,,,,,,,,,,,No Live edit support is a critical problem,,
12279200000,,,,,,,,,,,,,,,,,,
12279121875,,,,,,,,,,,,,,,,,,
12279044011,,,,,,,,,,,,,,,teaching,,,
12278723343,,,,,,,,,,,,,,,,,,
12278709083,,,,,,,,,,,,,,,,,,
12278094222,,,,,,Read html tables into pandas,,,,Planning to use Voila,,,,,,No multi user notebooks,Poor xml support,
12278083419,,,,,teaching python / presenting code + results,,,,,,,,,,,,,
12278053841,,,,,,,,,,,,,,,,,,
12277903154,,,,,,,,,,,,,,,,,,
12277476040,,,,,,,,,,streamlit,,,,,,,,
12277418422,,,,,,,,,,,,,,,,,,
12277202354,,,,,,,,,,,,,,,,,,
12276845276,,,,,,,,,,,,,,,,,,
12276634473,,,,,Not much anything else,,,,,,,,,,,,,
12276592806,,,,,,,,,,,,,,,,,,
12276494083,,,,,,,,,Computer Vision,,,,,,,,,"Jupyter sessions are not persistent. ML jobs are typically very long. If I accidentally close my browser tab, and bring it back, my jupyter job is no longer there."
12276482314,,,,Private cloud,,,,,,,,,,,,,,
12276476240,,,,,,,,,,,,Ray,,,,Diffs are horrendous to look through on Git,,
12276454815,,,,,,,,,,PowerBI,,,nothing,,,,,
12276427442,,,,,,,,,,Panel,,,,,,,,
12276337147,,,,,Use as a Python console to verify results or behaviors.,,,Navigation between cells with keyboard is a bit alow,,,,,,,Share final report,,,
12276307083,,,,,,,,,,,,,,,,,,"Ability to customise notebook parameters without going into the meta mechanics. A user should be able to customise the whole look of a notebook (fonts, formatting). There should also be more support when it comes to notebook export to PDF. Support should be adjusting figure sizes in pdf output, adjusting margins of a document, etc."
12276249525,,,,,,,,,,,,,,,,,,
12276170743,,,,,,,,,,Metabase,,,,,,,,
12276169690,,,ObservableHQ,,,,,,,,,,,,,,,
12276021818,,,,,,,,,,,,,,,,,,
12275987208,,,,Run directly on remote machine (university lab servers),,,,,,,,,,,,,,
12275912755,,,,,,,,,,,,,,,,,,Thank you for providing this wonderful tool.
12275725305,,Mechanical Engineer,,Visual Studio Code,"Mechanical engineering design / analysis calculations. Works well if you know python, much better for large-ish numerical analysis with pretty plots for reports.",,,,,,,,,,Generally we split the work with one person doing it and another being the reviewer/checker.,,,It is working as a great tool for us but the ability to add review comments and tracked changes would really move it from out of being just a niche tool.
12275625635,,,"PyTorch, TensorBoard",,,,,,,,,,I don't use Jupyter for jobs that need to scale,I wrote notebooks with my co-authors for Deep Learning with PyTorch,,,,
12275441337,,,Command-line.,,,,,,,,,,,,,,,
12275425091,,,,,,,,,,Panel,,,,,,,,
12275408792,,,,,Exploratory data analysis ,,,Code Debugging ,,Power BI,,,,,,,"No Code Debugging, compared to pyCharm for example",My main problem with Jupyter is the very poor code debugging facilities compared to pycharm.
12275254734,,,Orchest,,,Web (scraping),,,Viz/exploration,,,,,,,,,
12275239238,,,WingIDE,,,,,,,,,,,,,,,
12275238526,,,,,,,,,,,,,,,,,,"While using tqdm progress bar for longer runs, the progress gets stuck in between, and nothing prints after that. I think this might be an issue with some kind of output buffer in jupyter, not sure, but I think this should be fixed if possible."
12275216649,,,"emacs-jupyter,org-babel",,REPL,,,,,,,,,,,,,
12275170135,,,,,,,,,,,,,,,,,,native pep8 / pyflakes / black support would be great
12275075095,,,,,,,,,,,,condorhtc,,,,,,
12275029893,Swift,,,,,,,,,,,,,,,,,
12274996686,,,,,,,,,,,,,,,,,,
12274972777,,,,,To Teach Robotic...,,,,,,,,,,"I teach jupyter and its work philosophy so that many students, teachers, researchers and professionals improve the performance of their tasks and strengthen collaborative work, later they can help the Jupyter project",,,"We must have possibilities for the total translation of Jupyter and all its context into Spanish, my time is available for that challenge, when you decide so I begin, Greetings from Salta, North Argentina, South America."
12274967167,,,,,,,,,,I make graphs and export the notebooks,I can't use 99% of auto-updating dashboards due to company security policies and HIPAA compliance,,,,,"We share notebooks via S3 from Sagemaker, but sometimes have permission issues with the company's multi-account AWS setup",,I wish I had a way to run all notebooks in a directory without having to open them separately.
12274946793,,,,,,,,,,,,,,,,,,
12274841807,,,,,,,,,,,,,,,,,,
12274834994,,,,,,,,,,,,,,,,,,
12274819588,,,,,,,,,Clustering,,Poor support for visualizing in-memory videos (lists of images),,,Only share visualizations and analysis results via different sources other than notebooks,,,,
12274819210,pyspark,,,run via ssh into remote server,,,,,,,,,,,,,,
12274782100,Octave,,,,,,,,,,,,,,,,,
12274735142,,,,,,,,,,,,,,,,,,
12274724833,,,,,,,,,,,,,,,,,,It is a great tool. Thanks guys!!!!
12274717087,,,,,,,,,,streamlit,matplotlib is too slooooooow and clunky; nothing else in the python ecosystem can handle large amounts of data (eg altair),metaflow,,collaborative science,,would love to have better collaborative tools -- working on same notebooks is one of the biggest blockers to collaboration,the UI can be quite slow with even a few graphics and notebooks loaded -- would love to have it be snappier!,jupyter generally (and juptyerlab specifically) have radically improved my life as a computational biologist -- a million thank yous to all involved!
12274710698,,,,,,,,,,,,,,,,,,
12274687853,,,,,,,,,,,,,,,,,,
12274675916,,,,,,results of locally run simulations,results of simulations (but not reinforcement or games),"lose of UI state (cells running or not, etc) when browser is restarted",analyzing results of simulations of a space satellites fleet,,,,,,live editing with multiple users on the same notebook would be awesome,,,thanks for doing this :)
12274660652,,,,,,,,,,,,,,,,,,None
